distance,numwall,etage,frequence,pathloss
13.12,1,1,4983.9,158.4
2.89,0,0,4941.3,130.65
4.59,1,1,5811.2,153.88
25.98,1,1,5012.0,167.45
2.15,0,1,888.7,107.92
4.7,0,0,2362.3,115.5
20.68,3,0,2266.9,152.08
15.4,4,0,2372.9,144.82
12.51,1,1,4985.6,163.38
2.5,1,0,4996.8,127.71
24.84,4,0,1771.8,150.01
22.27,7,0,5823.5,177.2
11.94,0,1,2390.6,148.82
35.17,7,1,5830.6,202.86
9.87,2,0,2413.6,146.87
16.5,0,1,2435.0,152.26
2.81,0,0,2377.7,105.6
10.69,1,0,2441.3,138.45
9.17,3,0,2444.8,141.16
8.94,2,0,5730.1,148.53
3.16,0,0,2483.1,122.02
64.66,5,0,5042.7,182.69
15.0,3,0,2344.4,147.85
8.41,1,1,4999.0,171.86
4.5,0,0,868.6,106.67
13.87,2,2,1772.0,168.27
15.87,1,1,4989.4,166.69
6.65,0,0,4927.1,131.39
14.3,1,1,2375.7,161.46
24.87,1,1,2392.2,160.09
6.16,3,0,1685.2,130.8
6.48,3,0,2392.4,137.73
3.61,1,0,2454.1,116.82
100.0,5,1,2416.5,198.41
30.73,4,2,2377.0,188.4
10.42,3,2,5080.6,180.62
1.95,1,0,4988.2,123.72
5.47,4,0,2386.0,140.97
13.98,0,0,893.8,111.58
28.87,1,0,2388.9,147.37
46.61,10,3,2372.5,241.27
4.89,0,0,2335.2,115.75
2.78,1,1,4921.4,154.79
7.32,1,0,5084.5,148.96
5.98,2,0,5846.5,148.64
2.64,0,0,2425.5,106.3
36.35,5,0,2474.4,171.93
11.5,0,1,1845.1,145.46
15.01,4,0,2336.9,152.37
13.76,3,1,2409.2,171.86
24.67,3,0,5786.9,167.61
36.14,9,4,887.7,223.57
43.3,6,2,2364.2,204.06
7.05,2,0,1791.3,126.45
11.19,0,0,1874.0,131.19
82.44,2,0,4987.2,175.32
30.65,5,0,2432.5,160.86
12.56,0,1,5065.9,160.13
14.67,2,1,847.3,133.1
15.03,5,1,2387.8,161.85
5.12,0,0,1749.6,116.54
9.16,2,0,2400.8,136.44
15.5,2,2,2359.9,168.08
21.82,2,2,4984.1,193.05
28.77,5,0,2332.0,156.91
41.34,5,1,2438.6,180.57
13.57,0,2,4950.0,170.7
6.65,3,0,2397.8,137.02
11.5,3,1,2396.9,166.68
38.04,1,1,2263.1,164.41
80.22,5,1,2486.6,197.76
9.59,1,0,1877.2,122.95
12.97,0,1,5043.8,157.92
18.95,5,0,5871.7,173.88
5.38,2,0,4981.3,143.88
20.09,4,0,5009.4,162.71
19.2,5,2,2340.2,193.85
17.21,0,0,2344.5,131.94
3.2,1,0,2353.4,121.58
34.06,4,1,1852.2,180.26
9.15,2,1,2297.8,144.4
13.55,0,0,4928.1,137.7
9.63,1,1,2505.7,143.8
12.13,0,2,1020.8,142.19
28.62,7,1,2427.2,185.4
9.34,4,0,2373.2,145.01
22.46,2,1,2438.2,170.33
7.72,0,0,5063.3,147.1
46.16,8,0,1755.3,174.4
72.34,4,0,2466.3,170.03
15.64,7,1,1785.6,173.05
15.95,2,0,854.5,126.82
18.28,3,0,5758.9,164.39
6.14,2,0,1820.6,125.75
25.91,0,1,2387.4,150.7
9.59,1,0,2404.0,135.56
10.8,1,0,2414.4,132.8
2.74,1,0,4986.6,130.75
11.61,0,1,844.6,126.29
62.41,4,1,4997.4,192.64
7.47,0,0,2340.0,129.65
12.05,0,2,2390.3,163.39
25.66,1,0,927.5,135.73
11.93,1,0,1772.2,130.99
26.15,4,0,1731.0,153.17
9.96,0,0,5005.8,150.59
18.31,4,1,4966.1,191.43
4.66,1,0,2415.9,126.91
75.59,8,1,2362.8,203.88
45.87,4,1,2403.8,177.71
3.36,1,0,5876.2,136.77
16.36,3,0,4923.2,156.8
24.8,5,0,4947.4,173.3
36.91,4,1,2412.7,180.58
13.82,3,0,1811.8,137.78
7.7,2,1,2393.6,149.44
12.0,1,0,4984.2,150.62
27.05,3,1,2361.3,175.89
17.8,3,0,2458.9,154.54
14.19,2,1,5876.5,176.07
40.37,4,2,2405.9,203.98
9.31,1,1,903.6,130.78
14.11,5,0,4982.2,161.26
8.87,1,0,2480.2,134.85
13.33,1,0,5860.8,146.85
13.4,2,0,5078.2,147.53
11.04,3,1,5741.0,169.54
27.55,4,1,2482.7,175.73
5.87,2,1,4996.6,157.23
4.2,1,1,1764.1,128.99
30.11,4,2,2418.0,192.34
12.97,2,1,2390.6,153.62
17.26,4,2,1812.0,174.73
17.0,0,0,2403.7,134.41
21.35,3,1,2429.9,165.03
5.16,2,0,2341.3,129.06
8.42,0,0,5806.5,146.48
12.66,0,1,4996.7,160.67
27.83,4,2,5836.0,196.37
13.95,0,2,5810.7,183.27
4.46,0,0,5051.2,124.02
4.32,1,0,2341.7,123.55
10.21,0,1,1803.7,133.82
21.55,3,0,5036.0,160.11
3.21,0,1,5007.2,137.25
18.57,3,2,1801.6,182.31
65.33,9,1,2362.9,197.96
4.74,0,0,5854.4,132.52
5.03,0,0,5790.3,134.15
12.57,2,0,2430.3,148.9
15.39,5,0,5825.6,177.37
13.07,1,1,878.6,133.28
7.09,1,0,5817.2,142.44
18.9,1,1,2398.7,160.12
5.76,2,0,2528.5,125.84
9.17,3,0,2406.8,148.15
13.51,1,0,974.7,113.74
21.49,3,1,5073.8,179.71
33.42,3,2,2427.9,179.15
19.69,2,0,5096.9,154.25
16.67,2,2,1673.5,168.22
6.73,2,0,2387.2,136.48
5.37,0,1,4980.6,161.32
16.55,1,1,5791.8,164.58
36.23,2,0,4992.5,173.13
6.03,1,0,5007.3,145.08
11.93,0,1,4956.1,151.07
9.15,4,0,2409.4,142.79
3.22,0,0,2407.8,115.48
6.82,1,0,5138.2,139.68
40.45,5,1,4967.9,192.08
3.28,2,0,2423.5,126.71
4.9,0,0,958.6,102.22
1.73,0,1,4962.3,135.22
18.09,3,0,1797.2,144.28
6.01,2,0,1751.8,127.08
4.03,0,0,4945.7,136.1
23.57,2,0,2368.0,144.79
2.31,0,0,2407.2,104.72
33.36,6,3,2353.4,206.12
32.8,10,0,4944.7,198.11
42.17,4,2,2416.3,190.07
5.78,0,0,5066.3,135.78
100.0,7,2,1727.2,218.04
9.77,1,0,2414.8,133.55
14.69,0,2,2454.5,161.46
16.1,6,1,5724.6,186.25
24.41,5,2,2321.0,186.79
11.21,2,1,5716.2,164.48
11.4,3,1,5011.2,169.18
7.71,0,1,4943.7,154.4
18.36,5,0,1767.4,148.59
11.89,0,1,5887.1,157.77
12.21,2,0,2459.8,136.09
18.15,6,1,4961.0,191.51
14.75,2,0,5756.2,155.48
12.37,0,0,919.2,110.61
8.4,1,1,1019.4,131.7
53.12,10,1,2420.2,213.97
2.99,1,0,4928.7,121.09
10.89,0,1,5918.6,171.22
18.22,3,2,2457.7,179.38
4.16,0,0,2376.3,124.43
24.85,3,1,2474.6,159.46
12.81,0,2,991.1,154.32
9.81,2,0,2342.0,133.77
12.32,1,2,1896.7,160.33
21.25,1,0,5017.1,155.55
23.71,4,0,2428.1,158.57
9.6,1,0,887.7,119.75
18.88,1,0,4995.9,151.26
5.65,1,0,823.1,116.89
8.23,2,0,2372.5,133.5
5.94,1,0,4916.6,137.18
51.78,3,0,4950.2,176.36
39.74,4,3,2408.5,203.68
1.22,0,0,2445.5,107.66
47.07,6,1,4998.9,201.03
13.35,3,0,5049.0,149.7
2.77,1,0,2396.0,117.33
5.68,1,0,4994.1,145.28
20.59,2,0,5048.4,155.19
10.27,2,2,5788.4,181.23
9.17,1,0,2386.3,130.25
59.14,5,2,5839.5,215.65
6.52,1,0,5039.7,142.93
5.54,1,0,2367.4,132.3
10.92,1,0,2452.5,124.17
9.97,3,0,5054.2,150.33
47.27,5,2,2437.1,199.35
11.81,1,2,1768.0,160.13
2.7,0,1,5864.0,150.75
42.82,2,2,2336.6,182.64
10.2,2,0,5780.1,158.48
9.24,0,0,4978.1,138.43
7.15,2,0,4978.3,145.78
19.9,1,0,2438.2,138.94
16.4,1,0,891.8,120.69
27.76,10,1,5742.9,211.82
34.14,3,3,2377.9,191.78
28.83,1,2,940.0,164.34
20.11,4,0,5788.2,169.28
8.48,3,0,2376.4,141.95
8.3,0,0,5004.8,138.72
18.15,4,0,2384.2,158.28
3.49,2,0,2420.9,125.32
9.27,1,0,5027.8,141.33
16.46,2,0,5672.0,148.85
4.34,1,0,5717.0,139.46
24.04,1,2,2370.7,173.65
4.47,1,0,2302.3,130.92
13.19,3,0,5783.8,155.23
2.75,0,0,2429.5,113.84
9.1,1,0,2336.9,133.09
10.58,1,1,4966.2,166.79
17.95,6,0,5000.4,171.67
6.68,2,0,1770.2,117.49
12.75,1,0,5101.5,152.26
3.19,1,0,1789.9,105.52
6.58,2,0,955.8,108.93
8.3,1,0,2389.1,132.14
18.23,2,0,1814.2,136.28
19.44,3,0,913.7,138.12
9.34,0,0,4978.7,141.91
18.91,2,0,5007.4,152.16
22.2,7,0,2363.6,170.99
33.89,7,0,5784.7,181.64
5.91,2,0,851.1,117.87
6.97,5,1,5018.9,174.78
11.42,3,0,4973.7,149.67
5.61,3,0,2502.0,131.54
7.45,1,0,2359.9,131.43
4.54,0,0,902.1,107.65
5.61,1,0,2380.6,123.36
16.21,1,0,2479.1,130.02
29.29,3,0,4976.8,169.73
7.45,1,0,1790.5,123.98
37.58,2,1,2413.4,161.55
15.35,3,2,997.0,160.41
21.62,3,0,946.1,132.31
12.65,0,1,2490.6,142.56
22.18,4,2,4927.6,204.31
4.15,0,0,5008.9,138.71
4.97,1,0,2344.0,121.27
6.65,2,0,4981.5,147.2
19.15,1,0,5812.5,157.26
6.27,3,0,2400.2,139.23
13.53,1,1,4912.7,158.9
13.92,1,1,4963.1,167.69
26.43,3,2,1832.2,176.3
3.83,0,0,4952.8,137.91
22.11,1,2,2339.9,170.91
15.13,2,2,1759.6,168.85
23.99,1,1,1806.0,153.26
20.05,4,1,2478.3,158.06
7.88,1,0,5786.3,149.89
22.34,2,1,2366.7,170.56
8.43,1,0,5783.1,147.1
3.77,0,0,4952.4,128.43
11.25,1,1,2451.4,146.25
3.85,2,0,2396.7,124.07
2.04,1,0,2350.1,114.37
11.5,0,0,2357.5,131.88
6.5,1,0,1726.5,121.68
61.84,7,1,1812.6,187.56
4.9,0,0,1764.0,116.63
5.29,2,0,5039.4,139.98
2.97,0,0,2459.5,110.04
5.68,1,0,2376.7,125.66
8.56,2,0,2386.5,128.35
13.06,0,1,1856.4,144.5
16.29,4,1,842.6,144.69
13.88,1,0,5003.2,146.24
11.73,4,1,4979.6,177.4
11.29,0,2,5763.1,169.48
12.85,1,1,1757.6,135.45
15.55,0,1,2337.0,150.53
16.1,2,2,2457.9,172.8
24.75,0,1,1783.3,154.88
4.7,0,0,4973.9,125.95
13.57,2,0,1824.6,128.92
12.2,4,0,2472.4,147.44
2.65,0,0,5859.5,134.53
25.94,5,1,5049.2,197.19
17.81,0,0,2429.6,138.45
11.27,1,2,2387.3,167.11
11.14,1,2,2434.3,170.98
9.12,1,0,1901.7,135.76
2.8,0,1,2473.9,127.41
1.53,0,0,4991.1,120.48
32.31,4,0,4954.5,171.47
11.03,1,1,4917.7,155.26
13.82,2,1,1884.5,144.08
16.89,4,1,864.7,156.17
8.36,3,0,950.1,124.93
6.6,0,0,2449.6,118.49
3.76,0,0,2489.9,122.97
11.42,0,1,2379.7,145.69
6.52,0,0,2333.8,135.43
9.28,2,0,2447.9,128.71
5.02,2,0,5016.2,139.25
7.49,0,1,4991.6,158.05
23.58,4,0,5053.8,167.06
33.89,7,2,885.6,187.14
5.72,0,1,2395.9,141.06
4.93,0,0,2485.9,119.02
4.43,0,0,2417.6,121.97
17.38,4,0,922.0,130.67
4.75,0,0,5057.1,139.04
4.93,1,1,1762.4,134.76
11.84,0,1,5043.9,151.93
4.77,0,1,1779.8,127.0
49.45,7,2,1768.4,197.81
22.83,1,1,1856.1,157.24
26.49,2,0,2427.2,149.05
47.56,7,1,1753.9,181.87
1.43,0,1,2450.3,123.42
6.7,3,0,4961.4,148.94
15.76,3,1,2436.9,165.53
30.32,6,0,1724.6,159.0
27.03,3,2,998.2,164.72
4.32,1,0,1784.4,115.64
32.59,0,1,954.4,143.39
5.26,1,0,933.1,108.69
14.02,2,0,2372.6,142.12
12.46,3,1,2377.0,163.65
57.92,8,2,1757.1,216.84
26.05,3,0,973.2,140.69
19.31,2,2,2467.5,174.37
25.93,5,2,4985.8,211.82
36.62,10,1,1802.6,201.06
4.01,0,1,5781.7,142.54
5.02,2,0,1812.1,126.36
3.69,0,1,4993.1,136.5
10.78,1,1,2381.1,149.48
3.68,0,1,4967.2,143.74
13.98,1,1,5818.8,178.44
11.26,0,2,2362.9,158.75
6.5,0,0,2375.8,117.53
14.74,1,0,2408.5,143.5
19.79,1,1,2467.0,159.37
55.38,5,1,2404.0,181.56
3.87,0,0,5074.4,131.69
13.62,2,1,1849.2,152.64
28.25,3,1,5819.9,183.25
20.06,2,0,2505.6,145.86
1.74,0,0,1776.9,107.65
8.97,1,0,1692.1,128.6
9.47,6,0,919.1,136.98
8.06,0,0,2374.4,129.25
6.08,0,0,2432.5,122.92
5.05,3,1,2476.8,147.37
16.67,1,1,2372.1,147.96
23.26,2,1,940.3,148.97
37.38,4,1,5822.3,195.92
11.23,1,0,5730.2,153.31
25.7,2,1,1729.6,154.37
37.55,6,1,1778.2,177.22
33.07,5,2,1862.9,187.49
24.96,3,1,5837.5,181.7
3.4,0,0,2385.1,112.91
5.83,0,1,5023.5,158.16
5.59,1,1,800.0,114.23
14.7,2,0,2449.4,142.24
5.38,1,0,5816.9,135.29
8.76,2,0,2377.8,140.47
3.68,1,0,2361.3,116.38
18.27,1,2,2372.0,165.84
29.91,4,3,5026.1,216.9
2.83,0,0,5037.2,121.03
22.45,4,2,2464.5,178.92
32.18,10,2,4958.7,226.16
23.11,2,0,5018.5,153.35
3.09,1,0,2340.0,121.65
15.45,5,1,2400.6,173.91
4.66,0,0,2379.6,117.47
29.61,4,1,1787.0,171.38
11.2,0,0,2433.1,130.62
51.61,7,1,5822.9,207.81
8.53,2,0,929.6,114.85
1.83,0,0,2384.4,106.21
4.67,1,0,4983.6,143.96
3.66,0,0,5697.6,131.55
6.45,1,1,2322.5,133.87
9.34,1,0,2361.3,129.23
4.73,1,0,2341.5,112.88
17.77,3,1,2387.2,161.47
1.87,1,0,2353.0,112.99
7.29,0,0,2321.1,124.33
4.38,0,0,2391.1,124.79
4.09,1,0,5789.2,133.49
4.47,1,1,1790.1,129.58
9.11,2,1,2419.7,148.9
23.38,4,0,5066.1,159.05
17.58,2,0,2441.1,146.75
3.89,0,0,2442.7,116.0
29.13,1,3,2433.6,189.2
23.97,2,1,4996.7,168.09
12.37,3,2,2421.5,170.61
22.01,1,0,2460.3,148.26
15.84,1,1,2456.6,153.07
11.13,3,1,2378.3,158.67
6.04,0,0,1750.5,123.41
4.66,0,0,5029.4,140.09
3.56,1,0,1879.2,108.55
6.25,3,1,1780.6,135.42
5.17,1,1,829.2,116.38
11.05,6,2,5048.7,196.49
19.74,4,1,5061.4,181.93
25.78,2,3,5084.0,200.81
5.68,3,0,875.1,110.85
6.7,2,0,2537.9,133.17
10.46,4,2,1790.8,164.63
15.42,5,2,5857.6,197.14
19.39,3,1,2375.3,164.45
26.43,5,2,5016.0,197.35
47.62,6,0,2405.2,172.33
8.38,0,0,4978.8,140.34
5.9,2,0,5016.9,147.03
39.52,4,1,2331.1,177.88
8.03,0,0,817.3,106.28
10.75,0,1,2351.4,148.76
18.66,5,0,4922.2,169.65
27.88,6,1,2472.6,172.98
9.91,1,0,1637.7,127.89
15.62,0,0,5027.4,153.48
4.86,0,0,2430.2,127.88
4.11,1,0,2429.0,120.13
4.33,1,0,4985.5,134.9
10.74,2,1,2466.5,147.98
3.86,3,0,1758.2,124.07
12.51,1,1,5025.3,165.37
59.69,4,2,2443.5,200.37
6.27,1,0,5771.8,142.85
22.03,1,0,5832.3,161.44
3.09,0,0,891.1,102.03
4.72,1,0,2348.7,124.55
14.4,0,0,2372.4,134.3
19.95,2,0,1797.7,145.71
13.08,0,0,4990.5,149.69
5.39,0,0,1862.3,123.82
12.7,2,0,5037.7,153.55
12.55,2,1,1795.6,152.04
1.66,0,0,5853.5,127.23
19.35,4,0,4926.8,166.26
10.81,4,0,2307.2,137.2
3.86,0,0,2346.7,117.41
10.38,1,0,2380.2,136.9
23.77,2,0,2394.8,147.42
2.63,2,0,2349.4,123.09
26.48,5,0,2372.7,155.92
17.1,4,1,2405.2,165.94
10.96,0,0,2438.8,126.4
3.98,1,0,4931.2,124.72
10.25,0,0,4934.4,130.44
3.09,0,0,2438.6,115.36
5.86,2,0,2442.8,132.33
16.58,3,1,929.7,141.89
16.26,2,1,5057.3,160.51
1.12,0,0,2369.6,108.79
10.31,2,2,2387.7,170.83
4.4,0,0,2405.5,125.85
11.24,1,0,1776.6,126.08
27.4,0,3,2432.1,193.79
3.19,0,1,5806.2,145.8
31.17,6,2,2493.3,199.7
63.86,3,2,2478.5,194.08
16.02,2,2,2397.8,169.54
30.03,4,2,954.3,177.8
14.31,0,0,987.1,119.63
77.06,5,3,5750.3,244.57
3.87,1,0,809.7,94.52
9.19,2,0,2389.2,136.99
21.77,3,0,2406.0,148.05
100.0,6,2,1864.9,209.01
8.09,1,1,1723.8,134.92
7.52,2,0,1862.2,126.16
23.93,2,0,2426.1,144.13
8.34,2,0,5757.1,147.25
6.89,4,0,5031.6,152.45
10.93,1,0,5684.8,146.7
20.17,2,0,5840.4,164.92
4.72,3,0,2411.7,135.36
13.27,2,1,5000.9,175.66
4.96,1,1,1766.6,142.0
16.14,10,0,2398.5,173.09
13.87,2,0,5696.7,156.14
22.81,4,1,5055.5,183.14
6.39,2,1,2379.6,157.61
16.46,3,1,4978.4,165.83
6.66,3,0,2332.4,140.59
6.14,1,0,4960.5,140.53
20.2,7,1,861.2,168.12
12.19,1,0,4969.8,142.12
52.48,6,1,2350.2,187.48
24.73,2,1,1848.1,160.76
8.68,0,0,829.4,112.08
18.31,6,0,1908.3,151.94
5.74,5,0,2459.4,142.28
17.94,3,1,1805.0,164.17
10.82,3,0,2380.5,138.67
5.39,1,0,2326.7,128.19
54.12,3,1,861.5,147.45
43.3,1,2,4963.3,193.32
3.52,0,0,2358.4,111.01
25.25,4,2,5051.9,192.54
23.38,2,0,901.0,126.23
98.57,0,2,2387.9,189.05
15.78,4,1,1744.6,164.45
56.16,6,1,2269.4,191.89
16.64,6,0,4965.2,173.61
13.91,2,0,5071.5,160.32
89.03,4,2,2376.1,204.27
15.4,4,1,5747.8,183.08
4.09,0,1,2412.1,131.55
25.74,5,0,1863.2,147.8
14.53,1,0,2390.6,142.96
10.59,0,0,2287.0,124.95
15.58,1,1,4955.4,173.98
18.83,1,0,5796.4,157.03
6.26,5,0,2323.5,144.31
6.19,1,0,2454.0,125.02
7.4,1,1,5688.2,156.3
13.89,4,0,2364.1,149.52
13.2,3,0,2387.2,149.31
23.25,1,0,2407.2,146.63
30.88,5,1,5855.2,194.6
23.48,2,1,5061.5,176.47
15.18,6,0,1791.5,159.95
8.31,3,0,807.9,125.04
7.18,2,0,2395.0,130.94
18.92,4,2,2359.7,183.43
5.92,1,0,5057.8,147.33
10.22,2,1,2397.4,155.14
33.1,6,0,5805.2,180.94
18.75,2,1,5032.7,177.15
10.74,0,0,4983.1,138.87
32.71,7,3,2345.3,221.82
16.6,2,1,1834.5,151.18
7.14,4,0,2316.8,141.87
18.67,2,0,1749.8,134.39
2.35,0,0,5113.9,126.19
3.87,0,0,895.6,100.23
7.27,1,0,2362.9,124.93
9.25,1,1,2436.7,148.73
39.28,4,2,1834.3,188.82
5.73,1,1,906.4,116.69
35.45,7,2,951.3,186.3
15.22,3,0,2419.3,143.32
44.66,5,3,2391.8,208.87
15.2,2,1,2430.7,156.36
8.61,1,0,4938.7,139.53
21.44,3,1,861.2,148.33
10.88,2,1,2384.8,147.78
18.82,6,0,2446.3,159.51
35.7,4,3,933.9,186.97
11.57,1,2,895.3,144.18
40.58,2,2,5010.7,197.33
60.72,5,3,5025.9,226.21
19.02,5,1,1830.5,170.59
13.12,4,2,1761.8,166.45
7.56,2,0,1821.9,120.43
4.7,3,0,899.0,119.1
61.47,8,1,1797.2,196.87
9.14,1,0,2393.8,130.83
49.72,7,1,5080.9,205.61
3.3,0,1,4960.2,136.8
14.39,0,0,2379.3,132.06
32.42,7,3,893.4,199.65
1.66,1,0,5041.0,116.58
12.72,2,0,1785.7,146.04
9.22,1,0,2444.9,126.73
10.56,2,2,868.3,146.95
14.97,1,1,925.6,133.94
13.37,0,1,1794.0,141.44
14.51,2,1,5041.7,164.07
13.15,1,0,2466.7,128.99
13.43,2,2,852.6,155.64
15.48,10,2,1808.3,198.68
6.0,2,0,5141.4,137.5
7.14,2,1,2434.7,150.6
8.71,2,0,4965.4,144.8
25.91,2,1,4947.2,173.27
8.54,2,0,5049.4,150.46
8.97,0,0,5026.2,142.97
16.66,6,1,4985.7,187.14
7.89,2,0,1770.2,127.58
8.52,1,0,4985.9,150.53
13.48,5,1,1806.3,151.1
7.39,4,0,2411.0,132.41
26.06,2,1,2327.9,165.08
5.86,2,1,2364.0,151.69
28.18,2,2,2426.7,186.25
4.62,1,0,5690.9,138.88
1.52,3,0,1792.3,104.86
8.11,0,0,2385.0,125.68
4.01,1,0,2464.3,119.92
12.07,2,1,2360.3,149.92
8.13,0,0,5051.6,143.05
16.13,1,2,2434.0,171.12
15.97,1,1,2437.5,142.04
25.96,4,2,1849.4,182.94
30.48,4,1,2453.6,169.48
13.9,1,0,4972.2,141.97
20.19,4,0,2425.6,158.14
18.14,4,0,1810.7,142.16
22.04,4,1,2406.0,170.23
19.04,5,1,1804.1,166.15
21.01,2,0,1794.6,136.53
46.27,4,4,872.2,206.83
18.25,1,0,2332.1,137.68
49.69,4,2,5826.3,208.82
28.04,4,2,2413.9,191.18
22.68,4,0,4938.3,167.43
3.5,3,0,4962.1,141.32
54.58,9,0,1870.0,195.85
2.82,0,0,2426.3,115.35
2.07,0,1,2468.6,119.37
8.36,2,0,5759.7,149.02
3.85,0,1,868.4,120.32
44.7,7,4,1795.8,232.41
8.4,5,0,5764.9,157.72
6.1,2,0,4915.5,146.34
20.69,2,0,2323.2,145.63
2.19,0,0,2333.3,110.53
100.0,5,3,5780.3,234.05
28.34,3,1,1767.2,154.49
14.52,0,1,5771.5,162.41
6.39,3,1,2336.5,147.49
12.3,1,0,2371.4,129.25
17.46,3,1,2364.4,163.7
18.67,4,2,1806.3,181.25
12.92,0,0,2398.4,139.06
15.71,6,0,1775.3,159.59
10.3,1,2,805.0,149.16
32.01,3,0,912.8,136.9
77.83,4,1,5026.7,194.24
0.94,0,0,5900.0,123.2
27.01,1,1,2313.2,158.21
4.93,1,0,5777.5,140.37
3.92,1,1,4993.0,158.04
58.56,6,0,1742.0,173.59
6.76,2,0,4958.7,133.67
9.0,1,0,5014.4,145.52
4.97,1,1,4995.2,155.98
24.35,3,1,5041.0,188.0
7.98,3,0,5835.6,150.13
39.22,7,0,4976.5,191.03
23.76,2,0,880.9,132.69
1.75,0,0,2379.8,101.26
1.62,2,0,5020.0,120.49
18.8,3,1,2447.3,167.26
8.73,1,1,5054.7,159.29
4.96,1,0,898.0,105.62
5.2,2,0,901.9,112.07
23.94,7,1,918.5,168.78
42.89,1,2,2424.6,195.71
47.32,3,1,802.7,151.76
9.86,1,0,2337.7,128.66
36.15,5,0,5798.5,186.73
6.88,1,0,2423.7,124.68
16.85,3,0,5006.6,161.7
8.0,1,0,5758.5,144.87
26.04,3,2,2429.1,185.69
15.45,4,1,4965.8,177.42
36.05,2,4,1797.3,214.26
8.81,0,0,2440.1,131.78
9.74,1,0,2484.4,133.74
7.78,3,0,2416.3,134.55
3.27,1,0,1682.6,113.84
11.41,3,0,1800.4,132.72
7.71,4,0,2398.2,147.08
12.7,2,0,2332.8,136.45
14.5,1,1,881.9,136.2
21.32,5,1,1845.1,165.95
2.82,0,0,5835.2,132.49
16.17,1,0,2430.9,135.17
30.2,6,1,2429.7,181.88
49.72,5,1,894.8,162.16
15.8,3,0,1707.1,140.6
4.97,0,0,2425.9,117.63
14.05,1,2,2413.5,170.38
31.79,1,2,4977.3,192.58
11.34,1,0,950.5,121.53
18.44,0,1,2361.4,154.39
16.35,5,1,5762.6,189.35
6.75,2,1,1754.2,136.59
9.11,1,0,2427.5,136.01
32.28,8,1,4999.9,213.2
18.95,0,1,2421.2,149.48
5.03,3,0,1839.9,131.04
8.26,0,1,2405.2,137.84
9.6,1,0,2399.9,131.13
2.56,0,0,5058.0,123.07
10.86,1,0,1730.4,125.5
7.55,1,1,4996.6,158.89
30.57,3,2,5024.5,188.86
10.72,1,1,5070.8,167.51
29.97,6,2,5875.2,212.63
9.1,2,0,4963.1,152.0
24.25,5,0,5087.3,172.84
12.79,3,1,1945.8,145.44
7.39,1,0,1773.2,131.78
8.24,1,0,4986.0,147.55
25.21,3,2,855.0,164.35
10.35,1,0,5029.9,139.98
16.79,1,0,917.9,128.47
19.51,6,1,2400.1,178.82
5.02,2,0,5767.5,137.66
12.59,4,2,2421.7,170.66
7.16,2,0,2411.5,136.98
11.94,0,0,5025.0,136.19
11.59,3,0,900.3,131.45
10.01,4,1,882.3,141.16
39.99,1,1,5826.3,180.46
27.93,2,1,2456.3,168.42
8.27,1,0,2423.7,130.28
5.98,1,0,2357.2,124.11
11.1,1,2,2365.6,153.35
13.34,2,1,2363.2,148.17
3.7,0,0,935.3,87.08
18.68,2,0,806.0,127.2
3.29,0,0,2326.2,111.76
6.24,2,0,1790.3,128.81
3.61,2,1,2376.8,132.93
8.49,2,0,908.4,123.62
23.59,3,1,5787.1,182.82
8.02,2,1,4961.0,165.23
8.2,0,0,5794.9,137.17
30.17,3,4,5126.0,225.68
5.64,1,0,2479.6,131.2
9.79,2,1,4981.8,167.51
25.87,3,2,2457.2,177.28
11.53,0,2,2437.2,170.22
1.8,1,0,2419.4,112.25
10.57,1,1,2416.7,141.95
9.13,1,0,1818.4,126.9
27.99,4,2,1857.5,182.38
51.62,6,2,2388.3,210.24
4.33,0,0,863.8,99.12
15.47,3,0,5055.7,156.88
19.45,5,0,2345.0,165.5
12.96,1,0,1890.7,136.93
10.05,0,1,2483.2,148.4
6.61,2,0,2371.1,129.66
6.14,4,0,988.7,115.1
100.0,3,0,1815.9,169.71
14.08,1,2,4945.1,172.43
9.82,2,0,2301.8,132.19
15.84,1,2,5077.1,178.31
9.59,3,0,1813.2,135.36
6.54,0,0,1770.7,119.66
12.26,2,0,2412.3,147.78
41.27,5,3,4983.1,228.62
91.33,7,2,1745.2,215.25
34.59,6,3,1827.6,211.42
10.21,2,0,5732.9,144.64
30.08,3,1,4957.3,180.02
58.6,4,2,1806.3,187.25
33.49,6,1,1778.1,179.22
11.57,0,0,840.6,114.2
17.43,1,1,5786.5,169.94
72.5,9,3,2367.2,237.27
6.75,2,0,1816.9,124.09
55.88,4,1,5763.7,202.29
14.5,1,1,1805.9,157.54
13.57,0,0,2291.8,134.54
13.2,2,1,2393.6,156.04
14.26,1,1,2420.2,150.84
54.4,4,2,1689.8,189.29
9.44,0,0,877.4,121.8
15.78,2,1,2493.0,160.83
65.56,10,1,4901.6,221.1
14.15,0,0,2354.5,131.83
5.09,2,0,855.8,110.89
13.75,1,0,5102.3,155.12
8.13,0,1,4970.6,149.33
11.93,2,0,2439.3,144.76
7.23,2,0,1818.7,131.93
18.05,3,1,4892.2,182.51
8.99,0,0,2295.1,123.7
6.1,3,0,1798.0,133.25
8.43,0,0,2481.8,137.16
7.42,1,0,2420.0,127.28
13.47,1,0,2411.2,141.07
40.33,7,0,2394.5,176.89
46.44,5,0,1753.3,167.63
